region,caseNumber,caseNumberFull,consulate,status,submitDate,statusDate,Issued,AP,Ready,Refused,Refused221g,InTransit,Transfer,NVC,2nlDate
AF,3,2023AF3,NRB,Issued,14-Oct-2021,18-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,4,2023AF4,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,5,2023AF5,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,6,2023AF6,KGL,Issued,14-Oct-2021,09-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,10,2023AF10,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,11,2023AF11,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,13,2023AF13,YDE,Refused,10-Oct-2021,14-Feb-2023,0,0,0,1,0,0,0,0,01-Jan-2023
AF,18,2023AF18,DKR,Issued,26-Oct-2021,18-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,20,2023AF20,DJI,Refused221g,08-Nov-2021,09-Feb-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,22,2023AF22,YDE,Issued,13-Oct-2021,02-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,29,2023AF29,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,31,2023AF31,NRB,Ready,07-Nov-2021,05-Jan-2023,0,0,5,0,0,0,0,0,01-Jan-2023
AF,32,2023AF32,KHT,Refused221g,12-Oct-2021,20-Feb-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,34,2023AF34,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,35,2023AF35,KIN,Ready,02-Nov-2021,16-Feb-2023,0,0,10,0,0,0,0,0,01-Jan-2023
AF,37,2023AF37,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,38,2023AF38,KIN,Refused221g,25-Oct-2021,17-Feb-2023,0,0,5,0,1,0,0,0,01-Jan-2023
AF,40,2023AF40,ACC,Refused221g,11-Oct-2021,14-Feb-2023,0,0,0,0,2,0,0,0,01-Jan-2023
AF,42,2023AF42,ACC,Ready,07-Oct-2021,08-Feb-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,44,2023AF44,None,InTransit,None,None,0,0,0,0,0,1,0,0,16-Feb-2023
AF,45,2023AF45,ACC,Issued,23-Oct-2021,23-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,49,2023AF49,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,50,2023AF50,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,51,2023AF51,NRB,Issued,05-Nov-2021,16-Feb-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,52,2023AF52,ALG,Issued,24-Oct-2021,07-Nov-2022,4,0,0,0,0,0,0,0,01-Jan-2023
AF,53,2023AF53,KIN,Ready,16-Oct-2021,10-Jan-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,54,2023AF54,CSB,Issued,09-Nov-2021,07-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,55,2023AF55,ABD,Transfer,08-Oct-2021,20-Jan-2023,1,0,0,0,0,0,1,0,01-Jan-2023
AF,56,2023AF56,CSB,Issued,15-Oct-2021,07-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,57,2023AF57,KIN,Ready,17-Oct-2021,10-Jan-2023,0,0,4,0,0,0,0,0,01-Jan-2023
AF,61,2023AF61,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,62,2023AF62,YDE,Ready,07-Nov-2021,17-Feb-2023,0,0,1,0,0,0,0,0,16-Feb-2023
AF,65,2023AF65,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,66,2023AF66,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,68,2023AF68,CSB,Issued,09-Oct-2021,07-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,71,2023AF71,CSB,Issued,19-Oct-2021,22-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,73,2023AF73,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,74,2023AF74,CSB,Refused221g,05-Nov-2021,04-Nov-2022,0,0,0,0,1,0,0,0,01-Jan-2023
AF,75,2023AF75,KIN,Refused221g,26-Oct-2021,10-Feb-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,76,2023AF76,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,79,2023AF79,KIN,Refused221g,08-Nov-2021,16-Feb-2023,0,0,6,0,1,0,0,0,01-Jan-2023
AF,80,2023AF80,KIN,Issued,05-Nov-2021,13-Feb-2023,2,0,0,0,0,0,0,0,01-Jan-2023
AF,82,2023AF82,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,86,2023AF86,YDE,Ready,08-Nov-2021,17-Feb-2023,0,0,5,0,0,0,0,0,16-Feb-2023
AF,88,2023AF88,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,90,2023AF90,MST,Ready,03-Nov-2021,02-Jan-2023,0,0,4,0,0,0,0,0,01-Jan-2023
AF,91,2023AF91,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,92,2023AF92,ALG,Ready,16-Oct-2021,16-Feb-2023,0,0,1,0,0,0,0,0,14-Feb-2023
AF,93,2023AF93,KIN,Ready,09-Nov-2021,10-Jan-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,95,2023AF95,ADD,Issued,14-Oct-2021,16-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,96,2023AF96,CRO,Issued,28-Oct-2021,18-Jan-2023,2,0,0,0,0,0,0,0,01-Jan-2023
AF,97,2023AF97,ACC,Refused,11-Oct-2021,05-Dec-2022,0,0,0,2,0,0,0,0,01-Jan-2023
AF,98,2023AF98,ALG,Ready,07-Nov-2021,09-Nov-2022,0,0,1,0,0,0,0,0,01-Jan-2023
AF,99,2023AF99,DKR,Ready,28-Oct-2021,14-Feb-2023,0,0,3,0,0,0,0,0,01-Feb-2023
AF,104,2023AF104,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,105,2023AF105,LOM,Issued,21-Oct-2021,18-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,106,2023AF106,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,107,2023AF107,ALG,Refused,26-Oct-2021,20-Feb-2023,0,0,0,2,0,0,0,0,01-Jan-2023
AF,111,2023AF111,CSB,Issued,17-Oct-2021,07-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,114,2023AF114,ALG,Issued,08-Nov-2021,04-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,115,2023AF115,CSB,Issued,21-Oct-2021,28-Dec-2022,3,0,0,0,0,0,0,0,01-Jan-2023
AF,117,2023AF117,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,118,2023AF118,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,119,2023AF119,None,InTransit,None,None,0,0,0,0,0,1,0,0,21-Feb-2023
AF,121,2023AF121,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,122,2023AF122,ALG,Issued,06-Nov-2021,04-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,123,2023AF123,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,124,2023AF124,ALG,Issued,07-Nov-2021,04-Oct-2022,4,0,0,0,0,0,0,0,01-Jan-2023
AF,126,2023AF126,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,128,2023AF128,ALG,Issued,24-Oct-2021,04-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,131,2023AF131,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,132,2023AF132,ACC,Issued,28-Oct-2021,24-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,133,2023AF133,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,134,2023AF134,NRB,Ready,03-Nov-2021,24-Oct-2022,0,0,1,0,0,0,0,0,01-Jan-2023
AF,135,2023AF135,YDE,Issued,09-Oct-2021,17-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,136,2023AF136,ADD,Ready,09-Nov-2021,21-Feb-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,137,2023AF137,CSB,Issued,22-Oct-2021,12-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,138,2023AF138,KHT,Issued,07-Nov-2021,20-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,139,2023AF139,ADD,Issued,27-Oct-2021,18-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,141,2023AF141,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,144,2023AF144,CSB,Issued,08-Oct-2021,04-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,147,2023AF147,ALG,Issued,07-Nov-2021,10-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,148,2023AF148,ALG,Issued,07-Nov-2021,03-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,151,2023AF151,CSB,Refused,11-Oct-2021,13-Jan-2023,0,0,0,1,0,0,0,0,01-Jan-2023
AF,152,2023AF152,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,156,2023AF156,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,158,2023AF158,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,159,2023AF159,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,160,2023AF160,CSB,Issued,20-Oct-2021,28-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,162,2023AF162,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,163,2023AF163,ADD,Ready,18-Oct-2021,27-Dec-2022,0,0,4,0,0,0,0,0,01-Jan-2023
AF,164,2023AF164,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,165,2023AF165,CSB,Issued,02-Nov-2021,12-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,167,2023AF167,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,168,2023AF168,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,171,2023AF171,CSB,Refused221g,21-Oct-2021,10-Feb-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,174,2023AF174,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,175,2023AF175,NRB,Issued,01-Nov-2021,01-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,176,2023AF176,KHT,Issued,18-Oct-2021,19-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,178,2023AF178,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,180,2023AF180,KIN,Refused221g,08-Oct-2021,13-Feb-2023,0,0,5,0,2,0,0,0,01-Jan-2023
AF,181,2023AF181,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,183,2023AF183,DOH,Issued,28-Oct-2021,17-Oct-2022,3,0,0,0,0,0,0,0,01-Jan-2023
AF,186,2023AF186,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,188,2023AF188,ABD,Refused,08-Nov-2021,13-Jan-2023,0,0,0,1,0,0,0,0,01-Jan-2023
AF,189,2023AF189,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,191,2023AF191,DKR,Issued,04-Nov-2021,15-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,194,2023AF194,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,195,2023AF195,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,196,2023AF196,NRB,Refused221g,15-Oct-2021,16-Feb-2023,0,0,0,0,3,0,0,0,01-Jan-2023
AF,197,2023AF197,CRO,Ready,05-Nov-2021,05-Feb-2023,0,0,1,0,0,0,0,0,17-Jan-2023
AF,198,2023AF198,YDE,Issued,02-Nov-2021,27-Jan-2023,6,0,0,0,0,0,0,0,01-Jan-2023
AF,199,2023AF199,CRO,Issued,27-Oct-2021,03-Oct-2022,5,0,0,0,0,0,0,0,01-Jan-2023
AF,200,2023AF200,CRO,Issued,29-Oct-2021,22-Nov-2022,4,0,0,0,0,0,0,0,01-Jan-2023
AF,201,2023AF201,CRO,Refused221g,01-Nov-2021,30-Jan-2023,0,0,0,0,6,0,0,0,01-Jan-2023
AF,202,2023AF202,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,205,2023AF205,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,206,2023AF206,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,207,2023AF207,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,208,2023AF208,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,209,2023AF209,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,212,2023AF212,CRO,Ready,28-Oct-2021,05-Feb-2023,0,0,4,0,0,0,0,0,17-Jan-2023
AF,215,2023AF215,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,216,2023AF216,ALG,Issued,24-Oct-2021,13-Oct-2022,2,0,0,0,0,0,0,0,01-Jan-2023
AF,217,2023AF217,LOM,Issued,12-Oct-2021,23-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,218,2023AF218,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,220,2023AF220,NRB,Issued,01-Nov-2021,26-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,221,2023AF221,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,223,2023AF223,DJI,Ready,01-Nov-2021,16-Feb-2023,0,0,2,0,0,0,0,0,01-Jan-2023
AF,224,2023AF224,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,225,2023AF225,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,226,2023AF226,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,228,2023AF228,ALG,Issued,06-Nov-2021,10-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,232,2023AF232,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,235,2023AF235,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,236,2023AF236,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,237,2023AF237,CSB,Issued,17-Oct-2021,30-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,240,2023AF240,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,245,2023AF245,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,247,2023AF247,LOM,Issued,31-Oct-2021,22-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,248,2023AF248,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,250,2023AF250,FTN,Ready,14-Oct-2021,15-Feb-2023,0,0,2,0,0,0,0,0,15-Feb-2023
AF,251,2023AF251,ALG,Issued,28-Oct-2021,10-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,252,2023AF252,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,253,2023AF253,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,254,2023AF254,KIN,Ready,23-Oct-2021,13-Feb-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,256,2023AF256,FTN,Ready,04-Nov-2021,15-Feb-2023,0,0,1,0,0,0,0,0,15-Feb-2023
AF,257,2023AF257,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,258,2023AF258,NRB,Issued,12-Oct-2021,01-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,260,2023AF260,YDE,Issued,06-Nov-2021,09-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,262,2023AF262,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,263,2023AF263,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,264,2023AF264,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,266,2023AF266,None,InTransit,None,None,0,0,0,0,0,1,0,0,17-Feb-2023
AF,267,2023AF267,NRB,Ready,07-Nov-2021,26-Jan-2023,0,0,5,0,0,0,0,0,25-Jan-2023
AF,269,2023AF269,ALG,Issued,06-Nov-2021,21-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,270,2023AF270,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,271,2023AF271,MRV,Ready,28-Oct-2021,15-Feb-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,272,2023AF272,CRO,Issued,06-Nov-2021,16-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,275,2023AF275,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,276,2023AF276,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,277,2023AF277,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,282,2023AF282,CRO,Issued,23-Oct-2021,04-Oct-2022,3,0,0,0,0,0,0,0,01-Jan-2023
AF,284,2023AF284,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,285,2023AF285,ACC,Issued,26-Oct-2021,07-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,288,2023AF288,JHN,Issued,30-Oct-2021,12-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,289,2023AF289,CSB,Issued,29-Oct-2021,07-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,290,2023AF290,ALG,Issued,15-Oct-2021,23-Nov-2022,2,0,0,0,0,0,0,0,01-Jan-2023
AF,292,2023AF292,NRB,Ready,20-Oct-2021,16-Feb-2023,0,0,4,0,0,0,0,0,25-Jan-2023
AF,293,2023AF293,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,295,2023AF295,ALG,Issued,14-Oct-2021,25-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,296,2023AF296,CRO,Refused221g,25-Oct-2021,06-Dec-2022,0,0,0,0,2,0,0,0,01-Jan-2023
AF,298,2023AF298,ABD,Refused,27-Oct-2021,09-Feb-2023,0,0,0,2,0,0,0,0,01-Jan-2023
AF,301,2023AF301,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,302,2023AF302,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,303,2023AF303,YDE,Issued,08-Oct-2021,25-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,304,2023AF304,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,305,2023AF305,ALG,Issued,06-Nov-2021,04-Oct-2022,2,0,0,0,0,0,0,0,01-Jan-2023
AF,306,2023AF306,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,307,2023AF307,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,309,2023AF309,DOH,Issued,31-Oct-2021,18-Jan-2023,4,0,0,0,0,0,0,0,01-Jan-2023
AF,310,2023AF310,CRO,Issued,18-Oct-2021,22-Nov-2022,6,0,0,0,0,0,0,0,01-Jan-2023
AF,311,2023AF311,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,312,2023AF312,CSB,Issued,12-Oct-2021,30-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,316,2023AF316,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,318,2023AF318,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,319,2023AF319,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,320,2023AF320,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,321,2023AF321,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,322,2023AF322,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,323,2023AF323,ADD,Issued,12-Oct-2021,13-Dec-2022,3,0,0,0,0,0,0,0,01-Jan-2023
AF,324,2023AF324,ACC,Refused,09-Nov-2021,21-Feb-2023,0,0,0,1,0,0,0,0,01-Jan-2023
AF,326,2023AF326,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,327,2023AF327,CRO,Issued,30-Oct-2021,18-Oct-2022,4,0,0,0,0,0,0,0,01-Jan-2023
AF,328,2023AF328,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,330,2023AF330,ALG,Issued,04-Nov-2021,06-Dec-2022,2,0,0,0,0,0,0,0,01-Jan-2023
AF,334,2023AF334,NRB,Refused221g,06-Oct-2021,31-Jan-2023,0,0,2,0,2,0,0,0,01-Jan-2023
AF,336,2023AF336,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,337,2023AF337,ALG,Issued,02-Nov-2021,10-Oct-2022,4,0,0,0,0,0,0,0,01-Jan-2023
AF,338,2023AF338,NRB,Issued,15-Oct-2021,27-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,339,2023AF339,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,340,2023AF340,NRB,Issued,12-Oct-2021,21-Feb-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,342,2023AF342,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,344,2023AF344,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,345,2023AF345,CSB,Issued,25-Oct-2021,12-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,347,2023AF347,NRB,Issued,25-Oct-2021,22-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,350,2023AF350,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,351,2023AF351,KHT,Issued,09-Nov-2021,25-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,352,2023AF352,RGA,Issued,19-Oct-2021,05-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,354,2023AF354,CSB,Issued,12-Oct-2021,09-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,357,2023AF357,CRO,Issued,12-Oct-2021,22-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,359,2023AF359,KGL,Ready,21-Oct-2021,28-Dec-2022,0,0,5,0,0,0,0,0,01-Jan-2023
AF,361,2023AF361,ADD,AP,13-Oct-2021,21-Feb-2023,0,1,0,0,0,0,0,0,01-Jan-2023
AF,364,2023AF364,ALG,Ready,24-Oct-2021,16-Feb-2023,0,0,1,0,0,0,0,0,14-Feb-2023
AF,365,2023AF365,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,367,2023AF367,CSB,Issued,06-Oct-2021,19-Jan-2023,1,0,0,0,0,0,0,0,01-Jan-2023
AF,370,2023AF370,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,371,2023AF371,ALG,Issued,02-Nov-2021,27-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,372,2023AF372,ALG,Issued,07-Nov-2021,12-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,374,2023AF374,AMM,Issued,26-Oct-2021,17-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,375,2023AF375,CSB,Ready,12-Oct-2021,10-Nov-2022,0,0,1,0,0,0,0,0,01-Jan-2023
AF,379,2023AF379,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,380,2023AF380,KGL,Ready,09-Nov-2021,16-Feb-2023,0,0,1,0,0,0,0,0,15-Feb-2023
AF,383,2023AF383,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,387,2023AF387,ALG,Issued,09-Nov-2021,04-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,389,2023AF389,KWT,Issued,29-Oct-2021,16-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,391,2023AF391,LUA,Ready,19-Oct-2021,16-Feb-2023,0,0,5,0,0,0,0,0,15-Feb-2023
AF,392,2023AF392,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,393,2023AF393,ALG,Issued,18-Oct-2021,31-Oct-2022,3,0,0,0,0,0,0,0,01-Jan-2023
AF,397,2023AF397,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,398,2023AF398,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,400,2023AF400,CRO,Issued,26-Oct-2021,03-Nov-2022,2,0,0,0,0,0,0,0,01-Jan-2023
AF,402,2023AF402,YDE,Issued,23-Oct-2021,01-Dec-2022,2,0,0,0,0,0,0,0,01-Jan-2023
AF,404,2023AF404,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,405,2023AF405,DKR,Refused221g,11-Oct-2021,27-Jan-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,408,2023AF408,None,InTransit,None,None,0,0,0,0,0,1,0,0,21-Feb-2023
AF,409,2023AF409,CSB,Issued,02-Nov-2021,27-Jan-2023,2,0,0,0,0,0,0,0,01-Jan-2023
AF,412,2023AF412,CSB,Issued,05-Nov-2021,12-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,416,2023AF416,CSB,Issued,18-Oct-2021,12-Dec-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,417,2023AF417,KHT,Issued,31-Oct-2021,19-Jan-2023,6,0,0,0,0,0,0,0,01-Jan-2023
AF,419,2023AF419,CSB,Issued,21-Oct-2021,09-Nov-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,425,2023AF425,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,426,2023AF426,NRB,Ready,07-Nov-2021,09-Feb-2023,0,0,1,0,0,0,0,0,25-Jan-2023
AF,427,2023AF427,COT,Issued,17-Oct-2021,19-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,428,2023AF428,CRO,Issued,17-Oct-2021,29-Nov-2022,4,0,0,0,0,0,0,0,01-Jan-2023
AF,429,2023AF429,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,432,2023AF432,ALG,Issued,12-Oct-2021,12-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,433,2023AF433,DKR,Ready,06-Nov-2021,13-Feb-2023,0,0,1,0,0,0,0,0,01-Feb-2023
AF,434,2023AF434,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,435,2023AF435,YDE,Issued,25-Oct-2021,25-Jan-2023,2,0,0,0,0,0,0,0,01-Jan-2023
AF,440,2023AF440,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,441,2023AF441,ALG,Issued,05-Nov-2021,12-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,442,2023AF442,KIN,Ready,24-Oct-2021,13-Jan-2023,0,0,1,0,0,0,0,0,01-Jan-2023
AF,445,2023AF445,ALG,Issued,14-Oct-2021,13-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,450,2023AF450,FTN,Ready,08-Oct-2021,15-Feb-2023,0,0,1,0,0,0,0,0,15-Feb-2023
AF,451,2023AF451,DJI,Refused221g,08-Nov-2021,20-Feb-2023,0,0,0,0,2,0,0,0,01-Jan-2023
AF,452,2023AF452,ALG,Issued,28-Oct-2021,10-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,453,2023AF453,ADD,Issued,02-Nov-2021,18-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,454,2023AF454,KIN,Refused221g,04-Nov-2021,21-Feb-2023,0,0,0,0,1,0,0,0,01-Jan-2023
AF,455,2023AF455,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,456,2023AF456,YDE,Issued,03-Nov-2021,27-Oct-2022,1,0,0,0,0,0,0,0,01-Jan-2023
AF,457,2023AF457,None,NVC,None,None,0,0,0,0,0,0,0,1,None
AF,458,2023AF458,MRV,Ready,09-Oct-2021,23-Jan-2023,0,0,2,0,0,0,0,0,19-Jan-2023
AF,461,2023AF461,KHT,Ready,08-Nov-2021,30-Jan-2023,0,0,1,0,0,0,0,0,19-Jan-2023
